Document_ID,Risk_Score,Top_Topic,Text
5447,2.1466,10,"I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?"
115,2.1366,14,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm"
565,2.1366,14,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm"
4799,2.1366,10,"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com"
221,2.1365,10,"Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready."
168,2.1293,14,"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only"
5483,2.1293,14,"URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm"
520,2.1288,4,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri."
4082,2.1226,10,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
2013,2.1158,17,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
2947,2.1100,10,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
83,2.1096,4,"Ok i am on the way to home hi hi"
1890,2.1096,4,"No. On the way home. So if not for the long dry spell the season would have been over"
2333,2.1096,4,"At home by the way"
2770,2.1096,4,"I am on the way to ur home"
3993,2.1096,4,"I am on the way to ur home"
621,2.1092,10,"Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow."
916,2.1092,10,"Call me da, i am waiting for your call."
1023,2.1092,10,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18"
1070,2.1092,10,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU"
1116,2.1092,5,"No no:)this is kallis home ground.amla home town is durban:)"
1865,2.1092,10,"I'll let you know when it kicks in"
1866,2.1092,10,"You call him now ok i said call him"
1869,2.1092,10,"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*"
1962,2.1092,10,"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18"
2430,2.1092,10,"She.s find. I sent you an offline message to know how anjola's now."
2751,2.1092,10,"You said not now. No problem. When you can. Let me know."
2839,2.1092,10,"1's reach home call me."
3414,2.1092,10,"No she didnt. I will search online and let you know."
4073,2.1092,10,"I've reached home n i bathe liao... U can call me now..."
4083,2.1092,10,"Hurry home. Soup is DONE!"
4293,2.1092,10,"Call me when u're done..."
4312,2.1092,10,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU"
4375,2.1092,11,"Me fine..absolutly fine"
4568,2.1092,10,"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?"
5204,2.1092,11,"Me fine..absolutly fine"
5306,2.1092,10,"Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?"
5382,2.1092,10,"You have 1 new message. Call 0207-083-6089"
5394,2.1092,10,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
5550,2.1092,10,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
872,2.1007,10,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
3290,2.1007,10,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
3335,2.1007,10,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
3496,2.1007,10,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
3767,2.1007,10,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p"
4740,2.1005,10,"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?"
470,2.1005,14,"Yup, no need. I'll jus wait 4 e rain 2 stop."
66,2.1004,14,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
1629,2.1004,14,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
3402,2.1004,14,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
3422,2.1004,14,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
5519,2.1004,7,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
3859,2.1003,10,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
1939,2.1001,10,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
2049,2.1001,10,"No de. But call me after some time. Ill tell you k"
3582,2.0934,10,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
808,2.0932,2,"sure, but make sure he knows we ain't smokin yet"
2816,2.0932,10,"Alright if you're sure, let me know when you're leaving"
3867,2.0932,10,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx"
5428,2.0932,10,"Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time."
31,2.0867,14,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
1215,2.0866,10,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
5086,2.0866,10,"Sorry i missed your call. Can you please call back."
3894,2.0863,14,"URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM"
4798,2.0863,14,"URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893"
1017,2.0862,4,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
3925,2.0862,10,"Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?"
50,2.0860,14,"U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers."
1894,2.0860,10,"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+"
3898,2.0859,14,"tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"
1432,2.0814,5,"Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!"
778,2.0812,14,"Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke"
36,2.0812,5,"Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am"
720,2.0812,14,"You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm"
969,2.0812,14,"What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come."
1816,2.0812,10,"HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX"
1875,2.0812,14,"You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on"
3032,2.0812,2,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
4093,2.0812,2,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
425,2.0810,14,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only"
1599,2.0810,14,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"
2911,2.0810,14,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only"
4113,2.0810,14,"URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm"
4760,2.0810,14,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm"
5279,2.0810,14,"URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm"
130,2.0810,7,"HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx"
382,2.0807,1,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
315,2.0806,17,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
2906,2.0756,14,"HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG"
1587,2.0715,10,"I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that."
153,2.0210,4,"Yup i thk cine is better cos no need 2 go down 2 plaza mah."
639,2.0210,7,"When ü login dat time... Dad fetching ü home now?"
1213,2.0210,14,"Ok then i will come to ur home after half an hour"
1518,2.0210,4,"I need to come home and give you some good lovin..."
2168,2.0210,7,"Thank you. And by the way, I just lost."
4104,2.0210,14,"Ok then i will come to ur home after half an hour"
4231,2.0210,7,"Have you bookedthe hut? And also your time off? How are you by the way?"
4458,2.0210,14,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
4800,2.0210,14,"Just come home. I don't want u to be miserable"
216,2.0207,4,"Sounds great! Are you home now?"
4512,2.0207,4,"This weekend is fine (an excuse not to do too much decorating)"
341,2.0206,10,"U calling me right? Call my hand phone..."
388,2.0206,10,"Customer place i will call you."
567,2.0206,10,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
599,2.0206,10,"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"
654,2.0206,10,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
785,2.0206,10,"You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!"
1021,2.0206,10,"Don know..wait i will check it."
1119,2.0206,10,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1558,2.0206,10,"Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)"
1847,2.0206,10,"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class."
2010,2.0206,10,"See the forwarding message for proof"
2382,2.0206,10,"If i let you do this, i want you in the house by 8am."
2655,2.0206,10,"Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon.."
3130,2.0206,10,"would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked"
3143,2.0206,10,"Customer place i will call you"
3627,2.0206,10,"I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)"
3639,2.0206,10,"You know what hook up means right?"
3751,2.0206,10,"Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2"
3781,2.0206,10,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
3914,2.0206,10,"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!"
4766,2.0206,10,"Hi.:)technical support.providing assistance to us customer through call and email:)"
4921,2.0206,10,"Re your call; You didn't see my facebook huh?"
4939,2.0206,10,"G wants to know where the fuck you are"
5244,2.0206,10,"Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*"
4275,2.0204,10,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
133,2.0203,10,"Dear, will call Tmorrow.pls accomodate."
968,2.0203,10,"I am not sure about night menu. . . I know only about noon menu"
1025,2.0203,10,"May i call You later Pls"
1830,2.0203,10,"May i call You later Pls"
2763,2.0203,10,"I am not sure about night menu. . . I know only about noon menu"
4660,2.0203,10,"This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age"
5150,2.0203,10,"Pls call me da. What happen."
3094,2.0194,19,"Dear, take care. I am just reaching home.love u a lot."
716,2.0193,10,"He also knows about lunch menu only da. . I know"
1199,2.0193,10,"He also knows about lunch menu only da. . I know"
3138,2.0193,10,"Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks"
2480,2.0193,11,"Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?"
3612,2.0192,10,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
334,2.0192,10,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!"
1264,2.0192,10,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
2976,2.0192,10,"I'll text carlos and let you know, hang on"
3011,2.0192,10,"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q"
4437,2.0192,10,"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324"
5171,2.0192,10,"I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done."
2775,2.0191,7,"How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?"
3083,2.0191,2,"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola"
4781,2.0191,7,"O we cant see if we can join denis and mina? Or does denis want alone time"
5246,2.0191,7,"Thank you princess! I want to see your nice juicy booty..."
145,2.0190,10,"I know you are. Can you pls open the back?"
367,2.0190,10,"Well i know Z will take care of me. So no worries."
624,2.0190,10,"MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED"
1459,2.0190,10,"CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA"
1800,2.0190,10,"That one week leave i put know that time. Why."
1871,2.0190,10,"Mom wants to know where you at"
1947,2.0190,10,"Can ü call me at 10:10 to make sure dat i've woken up..."
3729,2.0190,10,"Aldrine, rakhesh ex RTM here.pls call.urgent."
4974,2.0190,7,"I'm fine. Hope you are good. Do take care."
449,2.0190,10,"I wont get concentration dear you know you are my mind and everything :-)"
611,2.0190,14,"It's fine, imma get a drink or somethin. Want me to come find you?"
2935,2.0190,10,"Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
4877,2.0190,10,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
5416,2.0190,10,"You should get more chicken broth if you want ramen unless there's some I don't know about"
4696,2.0188,7,"Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly."
4848,2.0188,7,"Pls help me tell Ashley that i cant find her number oh"
422,2.0185,17,"Yes:)from last week itself i'm taking live call."
121,2.0184,14,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires"
2096,2.0184,14,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires"
3906,2.0184,14,"Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05"
3969,2.0184,14,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386"
4021,2.0184,14,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
4304,2.0184,4,"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u."
4809,2.0184,14,"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05"
4846,2.0184,14,"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386"
4069,2.0183,10,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
5201,2.0183,10,"Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk"
4025,2.0182,10,"Well. Balls. Time to make calls"
4513,2.0182,10,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
935,2.0181,4,"What time you think you'll have it? Need to know when I should be near campus"
1372,2.0181,2,"Hope you are feeling great. Pls fill me in. Abiola"
1009,2.0180,10,"I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?"
1270,2.0180,10,"Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA"
3304,2.0180,10,"Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday"
1663,2.0176,7,"You aren't coming home between class, right? I need to work out and shower!"
5442,2.0168,19,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
587,2.0165,14,"Tell them u have a headache and just want to use 1 hour of sick time."
3109,2.0165,10,"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks"
1945,2.0164,14,"I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :("
548,2.0163,20,"I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin"
3787,2.0163,10,"Let me know if you need anything else. Salad or desert or something... How many beers shall i get?"
580,2.0162,14,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321."
1503,2.0162,4,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
2993,2.0162,4,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
3318,2.0162,10,"I know girls always safe and selfish know i got it pa. Thank you. good night."
4109,2.0162,4,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
4803,2.0160,1,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
29,2.0158,10,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
1627,2.0158,10,"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply."
2411,2.0158,10,"Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)"
4288,2.0158,2,"Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing"
4924,2.0158,10,"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply."
5046,2.0158,12,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
5526,2.0158,4,"I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs"
3213,2.0158,15,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
3530,2.0158,14,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
4313,2.0158,7,"It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance."
